,Title,Event start,Event end,Category 1,Category 2,Location,coords
52,Wedding Ceremony,2014-05-31,2014-06-01,Wedding,,Carlton Gardens,"-37.80194335, 144.9719701710172"
502,H&M Store Launch,2014-03-30,2014-04-07,Public Event,,"Bourke Street, Elizabeth Street","-37.8133536, 144.962742"
511,ESPN Super Bowl,2014-01-29,2014-02-01,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
513,Valentines Day,2014-02-07,2014-02-08,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
514,Lock In The Love,2014-02-10,2014-02-15,Promotion,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
518,Panzerotti Launch,2014-02-18,2014-02-21,Promotion,,Flinders Lane,"-37.8193632, 144.9571746"
520,Lumo Energy,2014-02-26,2014-02-27,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
524,Media V Nestea,2014-03-03,2014-03-10,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
525,The Lego Movie,2014-03-08,2014-03-09,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
532,Adidas Boost Activation 2014,2014-03-20,2014-03-21,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
534,Byron Bay Cookie Co. Sampling,2014-03-21,2014-03-22,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
538,Fox FM - H&M Grand Opening,2014-04-06,2014-04-07,Promotion,,"Bourke Street, Elizabeth Street","-37.8133536, 144.962742"
541,Promotion - Pan Macmillan,2014-04-16,2014-04-17,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
544,Wicked (outside Town Hall),2014-05-05,2014-05-06,Promotion,,Swanston Street,"-37.7993751, 144.9642518"
545,Leftbank Grand Final Celebrations,2014-09-27,2014-09-28,Promotion,,Southbank Promenade,"-37.8198815, 144.9667377"
564,Lurpak Sampling Activity,2014-08-29,2014-08-30,Promotion,,Parliament Station,"-37.8127253, 144.9734618"
570,Bike Blender,2014-09-04,2014-09-05,Promotion,,Little Collins Street,"-37.8163664, 144.9596758"
578,1 Cover Umbrella Promotion,2014-09-23,2014-09-24,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
581,Old News,2014-10-01,2014-10-04,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
588,Invisalign Promotion,2014-10-22,2014-10-24,Promotion,,Parliament Station,"-37.8127253, 144.9734618"
589,Member Drive,2014-10-22,2014-10-23,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
600,JR/Duty Free Re-opening,2014-11-12,2014-11-13,Promotion,,Swanston Street,"-37.7993751, 144.9642518"
614,Luxottica Revitalisation Station,2014-12-27,2014-12-28,Promotion,,Little Collins Street,"-37.8163664, 144.9596758"
620,Collabonation With Jess Bush,2015-01-15,2015-01-16,Promotion,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
624,Disney Lion King,2015-01-26,2015-01-27,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
631,International Pancake Day,2015-02-17,2015-02-18,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
639,John McEnroe,2015-03-06,2015-03-07,Promotion,,Parliament Station,"-37.8127253, 144.9734618"
659,Sikhs And Sikhism,2015-04-14,2015-04-15,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
674,The Big Breakfast,2015-05-28,2015-05-29,Promotion,,"City Square, Flinders St Station","-37.8179793, 144.9671293"
699,Sparkling Coffee,2015-09-14,2015-09-19,Promotion,,Flinders Street,"-37.8179793, 144.9671293"
700,Ring Your Bell,2015-09-15,2015-10-16,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
710,Awareness Campaign - Have YouMet Bobby?,2015-10-22,2015-10-23,Promotion,,Parliament Station,"-37.8127253, 144.9734618"
711,Mrp Promotional Sampling Campaign,2015-10-22,2015-10-23,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
717,We Stand As One,2015-10-31,2015-11-01,Promotion,,Evan Walker Bridge,"-37.8198247, 144.9650917"
719,Ceca,2015-11-07,2015-11-08,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
727,International Day Of People WithDisability,2015-12-03,2015-12-04,Promotion,,"Flinders Street, Flinders St Station","-37.8179793, 144.9671293"
728,Tic Tac,2015-12-09,2015-12-10,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
739,Nova 100 Rent A Crowd At ChinaBar,2016-02-19,2016-02-20,Promotion,,Swanston Street,"-37.7993751, 144.9642518"
740,Melbourne Quarter & Code BlackCoffee Cart,2016-03-08,2016-03-13,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
747,Child Fund Australia,2016-03-18,2016-03-19,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
750,Mfc Marketing Project,2016-03-25,2016-03-26,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
751,Premier's Active April,2016-03-29,2016-04-02,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
763,Media Launch Kowledge Week,2016-05-02,2016-05-03,Promotion,,Heape Court,"-37.8118413, 144.9615714"
770,Buro Magazine Sampling,2016-05-18,2016-05-20,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
779,Bicycle Network Votebike Promotion,2016-06-29,2016-06-30,Promotion,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
780,Footy Colours Day,2016-07-01,2016-07-02,Promotion,,"City Square, Flinders St Station","-37.8179793, 144.9671293"
782,Be A Souperhero,2016-07-06,2016-07-07,Promotion,,Parliament Station,"-37.8127253, 144.9734618"
800,Daily Debrief Co Giveaways,2016-09-06,2016-09-07,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
815,Asia Pacific Group,2016-10-22,2016-10-23,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
818,National Bandanna Day,2016-10-28,2016-10-29,Promotion,,"Flagstaff Gardens, City Square","-37.8108792, 144.9546074728014"
822,World Vision Australia,2016-11-03,2016-11-11,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
826,Breakfast On Blue Dinosaur,2016-11-17,2016-11-18,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
840,Visit Italy,2017-01-17,2017-01-19,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
842,Childfund Australia,2017-01-24,2017-01-28,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
851,Childfund Australia,2017-02-27,2017-03-04,Promotion,,Evan Walker Bridge,"-37.8198247, 144.9650917"
855,Premiers Active April,2017-03-15,2017-04-03,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
868,Childfund Australia,2017-04-18,2017-04-22,Promotion,,Flinders St Station,"-37.8179793, 144.9671293"
879,MS Melbourne Cycle 2015,2015-04-18,2015-04-20,Public Event - Cycling Event,,Princes Park,"-37.7836516, 144.96190495814238"
880,Seafood Lane,2014-03-09,2014-03-10,Public Event - Non-ticketed,,McKillop Street,"-38.1568902, 144.3702175"
881,Bupa Around The Bay 2015,2015-10-01,2015-10-15,Public Event - Cycling Event,,"Alexandra Gardens, St Kilda Road","-37.82113635, 144.97342992468816"
892,Playtime In The Park,2014-04-04,2014-04-05,Public Event - Low Impact Activity,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
896,MGS Inter-house X Country,2014-08-06,2014-08-07,Public Event - Low Impact Activity,,Kings Domain,"-37.8255684, 144.9753018434737"
898,City Sessions,2014-10-04,2014-10-05,Public Event - Low Impact Activity,,Campbell Arcade,"-37.8177839, 144.9660202"
909,Beethoven In Melbourne,2015-03-10,2015-03-11,Public Event - Low Impact Activity,,Campbell Arcade,"-37.8177839, 144.9660202"
913,Office Of The Governor OpenHouse,2015-07-24,2015-07-28,Public Event - Low Impact Activity,,Kings Domain,"-37.8255684, 144.9753018434737"
914,MPavilion 2015-2016,2015-08-03,2016-03-16,Public Event - Low Impact Activity,,Queen Victoria Gardens,"-37.821972450000004, 144.97172632643083"
915,Melbourne Spring Fashion Week 2015Street Activation,2015-08-20,2015-09-07,Public Event - Low Impact Activity,,Swanston Street,"-37.7993751, 144.9642518"
922,First Friday Dance Club,2015-10-02,2016-06-04,Public Event - Low Impact Activity,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
930,Family Fun Day,2016-01-20,2016-01-21,Public Event - Low Impact Activity,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
931,55th Annual Australia DayWomen's Ceremony,2016-01-21,2016-01-22,Public Event - Low Impact Activity,,Kings Domain,"-37.8255684, 144.9753018434737"
936,Melbourne City Football Club TimCahill Signi,2016-08-27,2016-08-28,Public Event - Low Impact Activity,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
939,Casual Sport Permit - Animal Management.Lauren Devoy,2016-11-27,2016-11-28,Public Event - Low Impact Activity,,Fawkner Park,"-37.84128915, 144.98188695954508"
940,Legal Laneway Breakfast,2017-02-01,2017-02-02,Public Event - Low Impact Activity,,Hardware Lane,"-37.813664, 144.961239"
941,Lush Terrain,2017-03-02,2017-03-03,Public Event - Low Impact Activity,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
943,Malaysian Welcoming Bbq 2017,2017-03-18,2017-03-19,Public Event - Low Impact Activity,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
945,Hlttv Easter Event,2017-04-01,2017-04-02,Public Event - Low Impact Activity,,Fawkner Park,"-37.84128915, 144.98188695954508"
947,Musoka Debut/cosplay Meet,2017-04-08,2017-04-09,Public Event - Low Impact Activity,,Treasury Gardens,"-37.8143952, 144.97602661372298"
952,Moomba Media Call,2014-02-13,2014-02-14,Public Event - Media/Launch Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
955,Grand Prix Swanston StreetActivation,2014-03-11,2014-03-12,Public Event - Media/Launch Event,,"Collins Street, Swanston Street","-37.81564975, 144.9660667"
958,Peter Alexander Launch Event,2014-04-26,2014-04-27,Public Event - Media/Launch Event,,"Bourke Street, Elizabeth Street","-37.8133536, 144.962742"
963,2014 Motogp Media Call,2014-10-15,2014-10-16,Public Event - Media/Launch Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
965,Private Bioblitz Melbourne Launch,2014-10-31,2014-11-01,Public Event - Media/Launch Event,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
970,Chinese Youth Society OfMelbourne,2014-12-15,2014-12-16,Public Event - Media/Launch Event,,Little Bourke Street,"-37.8156034, 144.9545794"
972,Circus Oz Publicity,2015-04-17,2015-04-18,Public Event - Media/Launch Event,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
974,Neill Street Reserve OfficialOpening,2015-08-15,2015-08-16,Public Event - Media/Launch Event,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
983,Walk In Her Shoes,2016-03-06,2016-03-07,Public Event - Media/Launch Event,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
984,CPR Lab Launch,2016-03-23,2016-03-24,Public Event - Media/Launch Event,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
985,World Circus Day Media Launch,2016-04-14,2016-04-15,Public Event - Media/Launch Event,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
986,Crumpler And AOC OfficialLuggage Launch,2016-04-26,2016-04-28,Public Event - Media Launch Event,,Heape Court,"-37.8118413, 144.9615714"
995,Private Official Opening Seeds OfFriendship (ATFMS),2015-04-13,2015-04-14,Public Event - Memorial,,Kings Domain,"-37.8255684, 144.9753018434737"
999,Sir Edward DunlopCommemorative Service,2016-07-12,2016-07-13,Public Event - Memorial,,Tom's Block,"-37.82482925, 144.97158393193268"
1000,Vietnam Veterans Day 2016,2016-08-17,2016-08-19,Public Event - Memorial,,"Tom's Block, St Kilda Road","-37.82482925, 144.97158393193268"
1001,Private Wall To Wall Ride ForRemembrance,2016-09-16,2016-09-17,Public Event - Memorial,,"Tom's Block, St Kilda Road","-37.82482925, 144.97158393193268"
1004,56th Annual Australia DayWomens Ceremony,2017-01-19,2017-01-20,Public Event - Memorial,,Kings Domain,"-37.8255684, 144.9753018434737"
1005,Victoria Day Flag RaisingCeremony,2016-07-01,2016-07-02,Public Event - Memorial,,Swanston Street,"-37.7993751, 144.9642518"
1006,Paramore (SMMB),2014-01-10,2014-01-14,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1007,CoM Sunset Series,2014-01-11,2014-01-13,Public Event - Music Event,,"Fitzroy Gardens, City Square","-37.8126834, 144.98050420901842"
1008,Arcade Fire (SMMB),2014-01-21,2014-01-24,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1009,Apology (SMMB),2014-02-12,2014-02-15,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1010,Melbourne Symphony Orchestra(SMMB),2014-02-14,2014-02-24,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1011,Catholic Education Week Concert,2014-03-19,2014-03-21,Public Event - Music Event,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1014,Salvation Army Youth Music Event,2014-08-23,2014-08-24,Public Event - Music Event,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1015,Listen Out 2014,2014-09-30,2014-10-08,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1020,Promotion - MSO Chorus Performance,2014-12-01,2014-12-02,Public Event - Music Event,,Evan Walker Bridge,"-37.8198247, 144.9650917"
1025,Record Store Day Party 2015,2015-04-18,2015-04-19,Public Event - Music Event,,Campbell Arcade,"-37.8177839, 144.9660202"
1027,Public Events - SMMB Events 2015,2015-10-16,2015-11-14,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1038,Sidney Myer Music Bowl Concerts,2016-01-29,2016-04-04,Public Event - Music Event,,Kings Domain,"-37.8255684, 144.9753018434737"
1046,Share The Spirit 2017,2017-01-25,2017-01-28,Public Event - Music Event,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1048,Twilight Taggers and Yarn Corner,2014-01-12,2014-02-10,Public Event - Non-ticketed,,"Swanston Street, City Square","-37.7993751, 144.9642518"
1050,Australia Day Pioneer Women'sMemorial Garden,2014-01-23,2014-01-24,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1057,Australia Day BBQ,2014-01-27,2014-01-28,Public Event - Non-ticketed,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1061,The Long Walk Wellbeing Concert,2014-05-30,2014-06-01,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1063,Melb Latin Summer Festival 2014(old format),2014-01-31,2014-02-04,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1065,Legal Laneways Breakfast 2014,2014-02-05,2014-02-06,Public Event - Non-ticketed,,Hardware Lane,"-37.813664, 144.961239"
1066,Com Food Plant Display - VeggiePatch,2014-02-06,2014-03-03,Public Event - Non-ticketed,,Swanston Street,"-37.7993751, 144.9642518"
1067,Indigenous Arts Festival,2014-02-07,2014-02-11,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1071,Sustainable Living Festival BigWeekend,2014-02-09,2014-02-18,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1076,Twilight Bootcamp,2014-02-18,2014-03-19,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1080,Austn Henley Regatta (old format),2014-02-22,2014-02-23,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1084,"World Record Attempt ""mostPancakes Tossed",2014-03-01,2014-03-02,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1085,Southgate Fiesta,2014-03-01,2014-03-02,Public Event - Non-ticketed,,Southbank Promenade,"-37.8198815, 144.9667377"
1087,Royal Park Festival,2014-03-01,2014-03-02,Public Event - Non-ticketed,,Royal Park,"-37.781267650000004, 144.9516677441212"
1089,Ladies Pancake Tossing Race,2014-03-04,2014-03-05,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1100,Children's Book Festival FamilyDay,2014-03-23,2014-03-24,Public Event - Non-ticketed,,Little Lonsdale Street,"-37.8091064, 144.9692918"
1103,Banks Masters Regatta 2014,2014-03-29,2014-03-30,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1104,H&M Store Launch,2014-03-30,2014-03-31,Public Event - Non-ticketed,,"Bourke Street, Elizabeth Street","-37.8133536, 144.962742"
1106,HLTTV Easter BBQ,2014-03-30,2014-03-31,Public Event - Non-ticketed,,Fawkner Park,"-37.84128915, 144.98188695954508"
1108,Youth Carnival,2014-04-05,2014-04-06,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1111,Outdoor Mind/Body,2014-04-09,2014-04-10,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1113,World Record Store Day Party,2014-04-19,2014-04-20,Public Event - Non-ticketed,,Campbell Arcade,"-37.8177839, 144.9660202"
1116,Sri Chinmoy Princes Park 15kmRun,2014-04-27,2014-04-28,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1118,Wedding Ceremony,2014-11-22,2014-11-23,Wedding,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1121,Random Acts Of Music,2014-05-06,2014-05-23,Public Event - Non-ticketed,,"Collins Street, Swanston Street","-37.81564975, 144.9660667"
1122,Kirat Festival 2014,2014-05-24,2014-05-25,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1123,65 Roses Campaign,2014-05-30,2014-06-01,Public Event - Non-ticketed,,"City Square, Queensbridge Square","-37.8210403, 144.96208680288018"
1125,Victoria Day Flag RaisingCeremony 2014,2014-07-01,2014-07-02,Public Event - Non-ticketed,,Swanston Street,"-37.7993751, 144.9642518"
1131,Open House Melbourne,2014-07-20,2014-07-29,Public Event - Non-ticketed,,Swanston Street,"-37.7993751, 144.9642518"
1132,Eid Prayers At Flagstaff Gardens,2014-07-28,2014-07-29,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1140,Nixi Killick Collection Launch,2014-09-06,2014-09-07,Public Event - Non-ticketed,,Finlay Alley,"-37.8125109, 144.9601847"
1147,MPavilion,2014-09-30,2015-02-02,Public Event - Non-ticketed,,Queen Victoria Gardens,"-37.821972450000004, 144.97172632643083"
1148,Pink Lid campaign launch,2014-10-01,2014-10-02,Public Event - Non-ticketed,,"Swanston Street, City Square","-37.7993751, 144.9642518"
1150,Eid Prayers At Flagstaff Gardens,2014-10-04,2014-10-05,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1156,F3K Hand Launch GliderCompetition,2014-10-19,2014-10-20,Public Event - Non-ticketed,,Royal Park,"-37.781267650000004, 144.9516677441212"
1165,Christmas in the City (CoM),2014-11-12,2015-01-08,Public Event - Non-ticketed,,"Swanston Street, City Square","-37.7993751, 144.9642518"
1168,Preterm Picnic In The Park,2014-11-15,2014-11-16,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1171,Fun In The Aussie Sun Festival,2014-11-16,2014-11-17,Public Event - Non-ticketed,,North Melbourne Recreation Reserve,"-37.79914305, 144.94143031599395"
1172,Walk To D Feet MND,2014-11-16,2014-11-17,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1176,Human Walking Program,2014-11-21,2014-11-22,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1177,Melbourne Head Rowing Regatta,2014-11-22,2014-11-23,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1180,Head Of The Yarra RowingRegatta,2014-11-28,2014-11-30,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1181,South Yarra Primary SchoolFundraiser,2014-11-29,2014-11-30,Public Event - Non-ticketed,,Fawkner Park,"-37.84128915, 144.98188695954508"
1183,Spartan Hurricane W.O.D,2014-12-05,2014-12-07,Public Event - Non-ticketed,,Royal Park,"-37.781267650000004, 144.9516677441212"
1191,CoM Sunset Series 2015,2015-01-10,2015-01-19,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1192,Royal Croquet Club,2015-01-11,2015-02-06,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1201,54th Annual Australia DayWomen's Ceremony,2015-01-22,2015-01-23,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1202,Government House Open Day,2015-01-23,2015-01-28,Public Event - Non-ticketed,,St Kilda Road,"-37.8358215, 144.9763639"
1204,Share The Spirit Festival 2015,2015-01-26,2015-01-27,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1206,Legal Laneway Breakfast 2015,2015-02-04,2015-02-05,Public Event - Non-ticketed,,Hardware Lane,"-37.813664, 144.961239"
1207,Town Hall Veggie Patch,2015-02-05,2015-03-03,Public Event - Non-ticketed,,Swanston Street,"-37.7993751, 144.9642518"
1208,Blak Nite Cinema 2015,2015-02-06,2015-02-09,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1211,ICC Cricket World Cup 2015 FanZone,2015-02-12,2015-03-31,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1216,Chinese New Year Celebrations,2015-02-16,2015-03-02,Public Event - Non-ticketed,,Little Bourke Street,"-37.8156034, 144.9545794"
1217,White Night 2015 Documents Only,2015-02-16,2015-02-26,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1222,Australian Henley Regatta 2015,2015-02-21,2015-02-22,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1228,North Melbourne Football ClubFamily Day,2015-03-21,2015-03-23,Public Event - Non-ticketed,,North Melbourne Recreation Reserve,"-37.79914305, 144.94143031599395"
1233,Greek National DayCommemoration,2015-03-29,2015-03-30,Public Event - Non-ticketed,,"Tom's Block, St Kilda Road","-37.82482925, 144.97158393193268"
1234,Good Friday Service,2015-04-03,2015-04-04,Public Event - Non-ticketed,,Tom's Block,"-37.82482925, 144.97158393193268"
1238,Banks Masters Regatta 2015,2015-04-11,2015-04-12,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1245,Melbourne University CollegeRegatta,2015-05-02,2015-05-03,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1249,FFA A League Grand Final FanDay,2015-05-16,2015-05-17,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1251,Kirat Festival 2015,2015-05-23,2015-05-24,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1253,Victoria Day Awards,2015-07-01,2015-07-02,Public Event - Non-ticketed,,"Swanston Street, City Square","-37.7993751, 144.9642518"
1255,Jamie's Ministry Of Food Kitchen,2015-07-09,2015-09-23,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1258,Telstra Light Streams Activation,2015-07-26,2015-08-06,Public Event - Non-ticketed,,Swanston Street,"-37.7993751, 144.9642518"
1273,Big Aussie Barbie Launch,2015-09-03,2015-09-04,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1274,Out Of The Shadows SuicidePrevention Walk,2015-09-13,2015-09-14,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1277,Eid At Flagstaff,2015-09-24,2015-09-25,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1288,Great Amazing Race,2015-10-10,2015-10-11,Public Event - Non-ticketed,,Royal Park,"-37.781267650000004, 144.9516677441212"
1291,The Melbourne Gothic & VictorianPicnic,2015-10-17,2015-10-18,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1293,150th Aniversary Street Party,2015-10-18,2015-10-19,Public Event - Non-ticketed,,Little Lonsdale Street,"-37.8091064, 144.9692918"
1296,Global Village Multicultural Festival,2015-10-22,2015-10-27,Public Event - Non-ticketed,,Princes Park,"-37.7836516, 144.96190495814238"
1301,Flash Mob Picnic/Secret GardenParty,2015-10-31,2015-11-01,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1302,Automotive Festival Certified 3,2015-11-01,2015-11-02,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1306,Night Noodle Markets,2015-11-09,2015-12-04,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1307,Homeless Persons MemorialService,2015-11-11,2015-11-12,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1309,Value Our Future Community Day,2015-11-14,2015-11-15,Public Event - Non-ticketed,,Flagstaff Gardens,"-37.8108792, 144.9546074728014"
1312,Paws For A Cause Charity Walk,2015-11-15,2015-11-16,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1313,Melbourne Head Regatta 2015,2015-11-21,2015-11-22,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1315,Head Of The Yarra RowingRegatta,2015-11-27,2015-11-29,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1319,Royal Croquet Club,2015-12-04,2015-12-24,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1327,Midsumma Carnival & T Dance,2016-01-13,2016-01-20,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1329,Sunset Series (CoM) 2016,2016-01-16,2016-01-25,Public Event - Non-ticketed,,Fitzroy Gardens,"-37.8126834, 144.98050420901842"
1333,Share The Spirit 2016,2016-01-26,2016-01-27,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1335,Australia Day Bbq,2016-01-26,2016-01-27,Public Event - Non-ticketed,,Carlton Gardens,"-37.80194335, 144.9719701710172"
1337,Mad Hatter Tea Party,2016-01-30,2016-01-31,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1341,Legal Laneway Breakfast,2016-02-03,2016-02-04,Public Event - Non-ticketed,,Hardware Lane,"-37.813664, 144.961239"
1344,Sustainable Living Festival,2016-02-08,2016-02-16,Public Event - Non-ticketed,,Birrarung Marr,"-37.819057900000004, 144.9743266242395"
1347,2016 Australian Tree ClimbingChampionships,2016-02-18,2016-02-22,Public Event - Non-ticketed,,Treasury Gardens,"-37.8143952, 144.97602661372298"
1349,Australian Henley Regatta,2016-02-20,2016-02-21,Public Event - Non-ticketed,,Alexandra Gardens,"-37.82113635, 144.97342992468816"
1353,City On A Hill Fun Run,2016-02-27,2016-02-28,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1356,Nike Run Club,2016-03-03,2016-04-01,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1360,Nmfc Family Day,2016-03-05,2016-03-07,Public Event - Non-ticketed,,North Melbourne Recreation Reserve,"-37.79914305, 144.94143031599395"
1362,Greek National DayCommemoration,2016-03-06,2016-03-07,Public Event - Non-ticketed,,"Tom's Block, St Kilda Road","-37.82482925, 144.97158393193268"
1365,Sidewalk Astronomy,2016-03-12,2016-03-14,Public Event - Non-ticketed,,Southbank Promenade,"-37.8198815, 144.9667377"
1371,Nike Run Club Hit And RunSession,2016-04-07,2016-04-29,Public Event - Non-ticketed,,Kings Domain,"-37.8255684, 144.9753018434737"
1373,Voicefest,2016-04-08,2016-04-09,Public Event - Non-ticketed,,Neill Street Reserve,"-37.794941300000005, 144.970365297488"
